14,Cappuccino         ,2.0,130.00,01.03.2023
17,Latté Macchiato    ,4.0,276.00,01.03.2023
21,Vídeňská káva      ,3.0,186.00,01.03.2023
22,Alžírská káva      ,2.0,138.00,01.03.2023
30,Domácí limonáda,1.0,65.00,01.03.2023
31,Domácí limonáda,3.0,195.00,01.03.2023
35,"Royal Crown Cola 0,25l ",1.0,49.00,01.03.2023
37,"Jemně perlivá 0,33l ",1.0,39.00,01.03.2023
79,"Nealko Sekt 0,2l   ",4.0,380.00,01.03.2023
103,"Chardonnay 0,2l    ",2.0,120.00,01.03.2023
107,Svařené víno       ,2.0,130.00,01.03.2023
200,Lotus dort         ,2.0,178.00,01.03.2023
201,Čokoládovo-ořechový dort ,2.0,178.00,01.03.2023
202,Pistáciový dort    ,2.0,178.00,01.03.2023
207,Rafaelo dort       ,1.0,89.00,01.03.2023
208,Red Velvet         ,6.0,594.00,01.03.2023
209,Kofila dort        ,1.0,89.00,01.03.2023
220,Pana Cotta         ,2.0,138.00,01.03.2023
231,Quiche             ,1.0,79.00,01.03.2023
10,Espresso           ,5.0,260.00,02.03.2023
11,Espresso Lungo     ,8.0,416.00,02.03.2023
13,Americano          ,1.0,55.00,02.03.2023
14,Cappuccino         ,5.0,325.00,02.03.2023
15,Flat White         ,1.0,75.00,02.03.2023
16,Espresso Macchiato ,2.0,110.00,02.03.2023
19,Long Black         ,2.0,120.00,02.03.2023
20,Babyccino          ,2.0,68.00,02.03.2023
21,Vídeňská káva      ,1.0,62.00,02.03.2023
22,Alžírská káva      ,2.0,138.00,02.03.2023
30,Domácí limonáda,1.0,65.00,02.03.2023
32,Domácí limonáda,3.0,195.00,02.03.2023
37,"Jemně perlivá 0,33l ",1.0,39.00,02.03.2023
70,Cuba libre         ,1.0,119.00,02.03.2023
71,Aperol Spritz      ,2.0,218.00,02.03.2023
74,Lillet Wild Berry  ,1.0,109.00,02.03.2023
78,Nealko Aperol      ,1.0,109.00,02.03.2023
105,"Prosecco - Alzaia Glera 0,1l ",2.0,98.00,02.03.2023
107,Svařené víno       ,2.0,130.00,02.03.2023
200,Lotus dort         ,5.0,445.00,02.03.2023
201,Čokoládovo-ořechový dort ,3.0,267.00,02.03.2023
202,Pistáciový dort    ,1.0,89.00,02.03.2023
204,Punčový dort       ,1.0,89.00,02.03.2023
205,Koňak špička dort  ,1.0,89.00,02.03.2023
206,Meruňka jogurt dort ,2.0,178.00,02.03.2023
220,Pana Cotta         ,5.0,345.00,02.03.2023
201,Čokoládovo-ořechový dort ,1.0,89.00,02.03.2023
10,Espresso           ,4.0,208.00,03.03.2023
11,Espresso Lungo    ,10.0,520.00,03.03.2023
13,Americano          ,2.0,110.00,03.03.2023
14,Cappuccino         ,7.0,455.00,03.03.2023
15,Flat White         ,2.0,150.00,03.03.2023
16,Espresso Macchiato ,2.0,110.00,03.03.2023
17,Latté Macchiato    ,9.0,621.00,03.03.2023
18,Espresso Tonic     ,2.0,150.00,03.03.2023
20,Babyccino          ,1.0,34.00,03.03.2023
21,Vídeňská káva      ,2.0,124.00,03.03.2023
22,Alžírská káva      ,3.0,207.00,03.03.2023
30,Domácí limonáda,2.0,130.00,03.03.2023
35,"Royal Crown Cola 0,25l ",1.0,49.00,03.03.2023
37,"Jemně perlivá 0,33l ",5.0,195.00,03.03.2023
38,"Neperlivá 0,33l    ",2.0,78.00,03.03.2023
43,Rauch džus,2.0,98.00,03.03.2023
49,Čaj - Levandule&heřmánek ,1.0,55.00,03.03.2023
51,Čaj - ovocný       ,1.0,55.00,03.03.2023
53,Čaj - mátový       ,2.0,110.00,03.03.2023
78,Nealko Aperol      ,1.0,109.00,03.03.2023
86,"Jack Daniels 0,04l ",2.0,170.00,03.03.2023
92,Baileys`           ,3.0,180.00,03.03.2023
93,Luhačovická bylinná ,2.0,120.00,03.03.2023
103,"Chardonnay polosuché 0,2l ",2.5,150.00,03.03.2023
109,Stáčené prosecco 1l ,0.5,125.00,03.03.2023
110,"Pilsner Urquell 0,33l ",1.0,49.00,03.03.2023
113,Svařené víno       ,2.0,130.00,03.03.2023
113,Svařák červený     ,2.0,130.00,03.03.2023
114,Grog               ,2.0,136.00,03.03.2023
115,"Pilsner Urquell 0,33l ",1.0,49.00,03.03.2023
200,Lotus dort         ,3.0,267.00,03.03.2023
201,Čokoládovo-ořechový dort ,2.0,178.00,03.03.2023
204,Punčový dort       ,1.0,89.00,03.03.2023
205,Koňak špička dort  ,3.0,267.00,03.03.2023
206,Meruňka jogurt dort ,1.0,89.00,03.03.2023
208,Red Velvet         ,2.0,198.00,03.03.2023
209,Kofila dort        ,1.0,89.00,03.03.2023
220,Pana Cotta         ,1.0,69.00,03.03.2023
235,Škvarková pomazánka kavárna ,2.0,258.00,03.03.2023
10,Espresso          ,10.0,520.00,04.03.2023
11,Espresso Lungo    ,17.0,884.00,04.03.2023
12,Espresso Doppio    ,3.0,204.00,04.03.2023
13,Americano          ,2.0,110.00,04.03.2023
14,Cappuccino        ,18.0,1170.00,04.03.2023
15,Flat White         ,6.0,450.00,04.03.2023
16,Espresso Macchiato ,1.0,55.00,04.03.2023
17,Latté Macchiato   ,10.0,690.00,04.03.2023
18,Espresso Tonic     ,3.0,225.00,04.03.2023
22,Alžírská káva      ,6.0,414.00,04.03.2023
30,Domácí limonáda,1.0,65.00,04.03.2023
31,Domácí limonáda,2.0,130.00,04.03.2023
32,Domácí limonáda,5.0,325.00,04.03.2023
35,"Royal Crown Cola 0,25l ",1.0,49.00,04.03.2023
36,"Royal Crown Cola Zero 0,25l ",1.0,49.00,04.03.2023
37,"Jemně perlivá 0,33l ",2.0,78.00,04.03.2023
38,"Neperlivá 0,33l    ",3.0,117.00,04.03.2023
45,"Chito Tonic 0,25l  ",2.0,98.00,04.03.2023
47,Karafa vody 1l     ,1.0,65.00,04.03.2023
50,Čaj - Jasmín a zelený čaj ,1.0,55.00,04.03.2023
53,Čaj - mátový       ,3.0,165.00,04.03.2023
71,Aperol Spritz      ,2.0,218.00,04.03.2023
74,Lillet Wild Berry  ,4.0,436.00,04.03.2023
75,Lillet Pink Spritz ,4.0,436.00,04.03.2023
78,Nealko Aperol      ,1.0,109.00,04.03.2023
79,"Nealko Sekt 0,2l   ",3.0,285.00,04.03.2023
93,Luhačovická bylinná ,6.0,360.00,04.03.2023
97,Nealko Mojito      ,1.0,99.00,04.03.2023
